,Unnamed: 0,Season,Game_ID,PLAYER_NAME,Team,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
517182,634269,1990,28900889,Michael Jordan,CHI,"MAR 21, 1990",CHI @ ATL,W,38,10,20.0,0.5,0.0,2.0,0.0,7,9.0,0.778,2.0,2.0,4.0,6.0,5.0,0.0,1.0,2.0,27,,0
517183,634270,1990,28900878,Michael Jordan,CHI,"MAR 20, 1990",CHI vs. WAS,W,39,8,19.0,0.421,1.0,2.0,0.5,4,4.0,1.0,3.0,5.0,8.0,5.0,2.0,2.0,3.0,2.0,21,,0
517184,634271,1990,28900861,Michael Jordan,CHI,"MAR 17, 1990",CHI vs. PHL,W,39,13,21.0,0.619,3.0,6.0,0.5,3,4.0,0.75,2.0,6.0,8.0,10.0,2.0,1.0,2.0,2.0,32,,0
517185,634272,1990,28900847,Michael Jordan,CHI,"MAR 16, 1990",CHI vs. DET,L,41,8,17.0,0.471,3.0,5.0,0.6,1,3.0,0.333,0.0,8.0,8.0,7.0,1.0,0.0,3.0,3.0,20,,0
517186,634274,1990,28900809,Michael Jordan,CHI,"MAR 10, 1990",CHI vs. IND,W,39,17,27.0,0.63,1.0,2.0,0.5,10,10.0,1.0,2.0,5.0,7.0,3.0,5.0,1.0,2.0,5.0,45,,0
517187,634275,1990,28900796,Michael Jordan,CHI,"MAR 08, 1990",CHI vs. UTH,L,47,12,29.0,0.414,0.0,6.0,0.0,19,22.0,0.864,5.0,2.0,7.0,4.0,7.0,0.0,3.0,5.0,43,,0
517188,634276,1990,28900782,Michael Jordan,CHI,"MAR 06, 1990",CHI @ MIL,W,37,14,26.0,0.538,2.0,4.0,0.5,5,6.0,0.833,2.0,6.0,8.0,6.0,4.0,0.0,2.0,5.0,35,,0
517189,634277,1990,28900772,Michael Jordan,CHI,"MAR 04, 1990",CHI @ BOS,W,40,11,23.0,0.478,1.0,1.0,1.0,13,15.0,0.867,0.0,6.0,6.0,11.0,4.0,0.0,2.0,4.0,36,,0
517190,634279,1990,28900740,Michael Jordan,CHI,"FEB 27, 1990",CHI vs. MIL,W,41,13,25.0,0.52,0.0,1.0,0.0,17,19.0,0.895,2.0,4.0,6.0,6.0,3.0,0.0,3.0,4.0,43,,0
517191,634289,1990,28900593,Michael Jordan,CHI,"FEB 03, 1990",CHI @ SAN,L,46,17,32.0,0.531,2.0,4.0,0.5,8,8.0,1.0,3.0,0.0,3.0,5.0,2.0,0.0,3.0,3.0,44,,0
517192,634280,1990,28900720,Michael Jordan,CHI,"FEB 25, 1990",CHI @ NJN,W,44,12,24.0,0.5,0.0,1.0,0.0,8,9.0,0.889,1.0,7.0,8.0,8.0,2.0,2.0,5.0,4.0,32,,0
517193,634281,1990,28900710,Michael Jordan,CHI,"FEB 23, 1990",CHI vs. POR,W,35,12,25.0,0.48,2.0,2.0,1.0,9,10.0,0.9,2.0,8.0,10.0,10.0,1.0,0.0,6.0,4.0,35,,0
517194,634273,1990,28900833,Michael Jordan,CHI,"MAR 13, 1990",CHI @ NYK,W,42,11,19.0,0.579,1.0,3.0,0.333,11,12.0,0.917,2.0,6.0,8.0,7.0,1.0,1.0,4.0,2.0,34,,0
517195,634302,1990,28900425,Michael Jordan,CHI,"JAN 09, 1990",CHI @ DET,L,34,6,17.0,0.353,1.0,3.0,0.333,3,4.0,0.75,3.0,5.0,8.0,5.0,2.0,1.0,4.0,2.0,16,,0
517196,634293,1990,28900538,Michael Jordan,CHI,"JAN 26, 1990",CHI @ PHL,L,42,12,27.0,0.444,0.0,2.0,0.0,7,9.0,0.778,2.0,3.0,5.0,11.0,2.0,0.0,1.0,3.0,31,,0
517197,634294,1990,28900521,Michael Jordan,CHI,"JAN 23, 1990",CHI vs. DET,L,45,11,31.0,0.355,1.0,6.0,0.167,9,11.0,0.818,2.0,4.0,6.0,2.0,2.0,1.0,4.0,5.0,32,,0
517198,634295,1990,28900510,Michael Jordan,CHI,"JAN 21, 1990",CHI vs. NYK,W,41,10,17.0,0.588,4.0,5.0,0.8,18,20.0,0.9,1.0,9.0,10.0,7.0,4.0,2.0,4.0,4.0,42,,0
517199,634296,1990,28900492,Michael Jordan,CHI,"JAN 19, 1990",CHI @ ATL,W,40,12,24.0,0.5,0.0,3.0,0.0,12,16.0,0.75,3.0,6.0,9.0,3.0,7.0,0.0,7.0,1.0,36,,0
517200,634297,1990,28900491,Michael Jordan,CHI,"JAN 18, 1990",CHI vs. GOS,W,33,17,30.0,0.567,7.0,12.0,0.583,3,3.0,1.0,3.0,9.0,12.0,8.0,1.0,2.0,2.0,3.0,44,,0
517201,634298,1990,28900471,Michael Jordan,CHI,"JAN 15, 1990",CHI @ NYK,L,42,9,24.0,0.375,0.0,2.0,0.0,8,9.0,0.889,1.0,3.0,4.0,8.0,3.0,0.0,5.0,3.0,26,,0
517202,634300,1990,28900448,Michael Jordan,CHI,"JAN 12, 1990",CHI @ CHH,W,40,19,28.0,0.679,0.0,1.0,0.0,7,9.0,0.778,2.0,2.0,4.0,6.0,1.0,0.0,2.0,4.0,45,,0
517203,634301,1990,28900434,Michael Jordan,CHI,"JAN 10, 1990",CHI @ IND,L,42,13,30.0,0.433,1.0,3.0,0.333,8,8.0,1.0,2.0,5.0,7.0,5.0,2.0,1.0,2.0,0.0,35,,0
517204,634303,1990,28900410,Michael Jordan,CHI,"JAN 06, 1990",CHI @ MIL,L,41,13,23.0,0.565,3.0,7.0,0.429,6,7.0,0.857,1.0,8.0,9.0,5.0,5.0,1.0,6.0,3.0,35,,0
517205,634291,1990,28900558,Michael Jordan,CHI,"JAN 29, 1990",CHI vs. ATL,W,30,7,14.0,0.5,0.0,2.0,0.0,2,3.0,0.667,2.0,5.0,7.0,9.0,1.0,1.0,4.0,2.0,16,,0
517206,634304,1990,28900402,Michael Jordan,CHI,"JAN 05, 1990",CHI vs. ORL,W,41,19,31.0,0.613,2.0,5.0,0.4,3,3.0,1.0,0.0,4.0,4.0,6.0,4.0,0.0,3.0,4.0,43,,0
517207,634305,1990,28900386,Michael Jordan,CHI,"JAN 03, 1990",CHI @ CLE,W,46,15,32.0,0.469,0.0,3.0,0.0,8,9.0,0.889,1.0,7.0,8.0,8.0,4.0,0.0,1.0,4.0,38,,0
517208,634299,1990,28900464,Michael Jordan,CHI,"JAN 13, 1990",CHI vs. LAC,W,34,11,21.0,0.524,2.0,4.0,0.5,4,6.0,0.667,0.0,5.0,5.0,10.0,4.0,0.0,0.0,1.0,28,,0
517209,634282,1990,28900680,Michael Jordan,CHI,"FEB 19, 1990",CHI vs. HOU,W,42,11,25.0,0.44,0.0,0.0,0.0,8,9.0,0.889,2.0,4.0,6.0,9.0,2.0,0.0,5.0,3.0,30,,0
517210,634283,1990,28900675,Michael Jordan,CHI,"FEB 18, 1990",CHI @ MIL,W,36,15,26.0,0.577,0.0,2.0,0.0,9,10.0,0.9,1.0,2.0,3.0,4.0,2.0,1.0,0.0,4.0,39,,0
517211,634285,1990,28900648,Michael Jordan,CHI,"FEB 14, 1990",CHI @ ORL,L,47,21,43.0,0.488,0.0,2.0,0.0,7,10.0,0.7,1.0,6.0,7.0,2.0,0.0,1.0,0.0,1.0,49,,0
517212,634286,1990,28900641,Michael Jordan,CHI,"FEB 13, 1990",CHI @ MIA,W,40,8,16.0,0.5,0.0,1.0,0.0,10,11.0,0.909,1.0,3.0,4.0,6.0,3.0,0.0,3.0,4.0,26,,0
517213,634287,1990,28900625,Michael Jordan,CHI,"FEB 08, 1990",CHI @ DEN,L,37,5,18.0,0.278,1.0,2.0,0.5,4,6.0,0.667,0.0,1.0,1.0,8.0,1.0,1.0,4.0,2.0,15,,0
517214,634288,1990,28900619,Michael Jordan,CHI,"FEB 07, 1990",CHI @ LAL,L,40,12,21.0,0.571,0.0,1.0,0.0,8,12.0,0.667,0.0,4.0,4.0,4.0,0.0,1.0,8.0,3.0,32,,0
517215,634284,1990,28900658,Michael Jordan,CHI,"FEB 16, 1990",CHI vs. MIA,W,31,10,14.0,0.714,1.0,2.0,0.5,5,6.0,0.833,0.0,3.0,3.0,4.0,2.0,0.0,5.0,2.0,26,,0
517216,634224,1990,29000356,Michael Jordan,CHI,"DEC 27, 1990",CHI vs. GOS,W,34,17,25.0,0.68,1.0,2.0,0.5,7,7.0,1.0,1.0,13.0,14.0,7.0,3.0,1.0,1.0,3.0,42,,0
517217,634234,1990,29000235,Michael Jordan,CHI,"DEC 07, 1990",CHI vs. NYK,W,39,14,25.0,0.56,0.0,2.0,0.0,5,7.0,0.714,4.0,3.0,7.0,9.0,8.0,1.0,2.0,3.0,33,,0
517218,634226,1990,29000331,Michael Jordan,CHI,"DEC 22, 1990",CHI vs. IND,W,34,10,20.0,0.5,0.0,0.0,0.0,9,12.0,0.75,2.0,5.0,7.0,5.0,0.0,2.0,2.0,4.0,29,,0
517219,634227,1990,29000324,Michael Jordan,CHI,"DEC 21, 1990",CHI vs. LAL,W,44,14,30.0,0.467,0.0,2.0,0.0,5,6.0,0.833,8.0,7.0,15.0,9.0,2.0,1.0,1.0,3.0,33,,0
517220,634228,1990,29000312,Michael Jordan,CHI,"DEC 19, 1990",CHI @ DET,L,37,13,22.0,0.591,0.0,1.0,0.0,7,7.0,1.0,3.0,2.0,5.0,6.0,1.0,0.0,1.0,2.0,33,,0
517221,634229,1990,29000297,Michael Jordan,CHI,"DEC 18, 1990",CHI vs. MIA,W,36,14,22.0,0.636,0.0,0.0,0.0,11,12.0,0.917,3.0,6.0,9.0,6.0,6.0,2.0,2.0,2.0,39,,0
517222,634230,1990,29000291,Michael Jordan,CHI,"DEC 15, 1990",CHI vs. CLE,W,27,11,17.0,0.647,0.0,0.0,0.0,2,2.0,1.0,5.0,4.0,9.0,6.0,5.0,3.0,2.0,1.0,24,,0
517223,634231,1990,29000279,Michael Jordan,CHI,"DEC 14, 1990",CHI vs. LAC,W,30,8,15.0,0.533,0.0,0.0,0.0,4,6.0,0.667,2.0,6.0,8.0,8.0,1.0,2.0,3.0,3.0,20,,0
517224,634232,1990,29000253,Michael Jordan,CHI,"DEC 11, 1990",CHI @ MIL,L,39,13,23.0,0.565,0.0,0.0,0.0,5,7.0,0.714,0.0,4.0,4.0,5.0,3.0,1.0,4.0,2.0,31,,0
517225,634233,1990,29000247,Michael Jordan,CHI,"DEC 08, 1990",CHI vs. POR,L,40,16,28.0,0.571,0.0,2.0,0.0,3,4.0,0.75,0.0,6.0,6.0,3.0,2.0,2.0,5.0,3.0,35,,0
517226,634225,1990,29000342,Michael Jordan,CHI,"DEC 25, 1990",CHI vs. DET,W,43,14,23.0,0.609,1.0,1.0,1.0,8,10.0,0.8,3.0,5.0,8.0,3.0,3.0,2.0,3.0,5.0,37,,0
517227,634258,1990,28901042,Michael Jordan,CHI,"APR 13, 1990",CHI vs. MIL,W,39,10,16.0,0.625,1.0,4.0,0.25,5,6.0,0.833,1.0,5.0,6.0,10.0,8.0,2.0,4.0,3.0,26,,0
517228,634259,1990,28901025,Michael Jordan,CHI,"APR 11, 1990",CHI vs. CLE,W,31,9,15.0,0.6,1.0,4.0,0.25,3,4.0,0.75,1.0,4.0,5.0,7.0,3.0,1.0,2.0,5.0,22,,0
517229,634242,1990,29000117,Michael Jordan,CHI,"NOV 18, 1990",CHI @ POR,L,41,12,25.0,0.48,0.0,2.0,0.0,5,6.0,0.833,0.0,5.0,5.0,7.0,1.0,1.0,2.0,4.0,29,,0
517230,634243,1990,29000111,Michael Jordan,CHI,"NOV 17, 1990",CHI @ SEA,W,27,13,20.0,0.65,0.0,0.0,0.0,7,8.0,0.875,1.0,3.0,4.0,3.0,7.0,1.0,1.0,0.0,33,,0
517231,634244,1990,29000089,Michael Jordan,CHI,"NOV 15, 1990",CHI @ GOS,L,38,6,12.0,0.5,0.0,1.0,0.0,2,3.0,0.667,2.0,6.0,8.0,6.0,1.0,1.0,2.0,4.0,14,,0
517232,634245,1990,29000082,Michael Jordan,CHI,"NOV 13, 1990",CHI @ UTH,W,38,10,22.0,0.455,1.0,1.0,1.0,8,10.0,0.8,3.0,8.0,11.0,5.0,1.0,2.0,1.0,1.0,29,,0
517233,634246,1990,29000064,Michael Jordan,CHI,"NOV 10, 1990",CHI vs. CHH,W,36,8,15.0,0.533,0.0,0.0,0.0,7,8.0,0.875,1.0,5.0,6.0,8.0,3.0,0.0,3.0,1.0,23,,0
517234,634248,1990,29000039,Michael Jordan,CHI,"NOV 07, 1990",CHI @ MIN,W,39,7,14.0,0.5,0.0,0.0,0.0,3,5.0,0.6,2.0,3.0,5.0,6.0,0.0,1.0,1.0,5.0,17,,0
517235,634236,1990,29000196,Michael Jordan,CHI,"DEC 01, 1990",CHI @ CLE,W,30,13,18.0,0.722,1.0,1.0,1.0,5,6.0,0.833,0.0,2.0,2.0,4.0,2.0,0.0,1.0,2.0,32,,0
517236,634249,1990,29000036,Michael Jordan,CHI,"NOV 06, 1990",CHI vs. BOS,L,45,14,28.0,0.5,0.0,1.0,0.0,5,6.0,0.833,3.0,5.0,8.0,12.0,3.0,0.0,2.0,4.0,33,,0
517237,634223,1990,29000375,Michael Jordan,CHI,"DEC 29, 1990",CHI vs. SEA,W,37,10,24.0,0.417,0.0,2.0,0.0,11,11.0,1.0,3.0,7.0,10.0,4.0,4.0,0.0,2.0,2.0,31,,0
517238,634250,1990,29000015,Michael Jordan,CHI,"NOV 03, 1990",CHI @ WAS,L,46,11,22.0,0.5,0.0,0.0,0.0,6,9.0,0.667,4.0,6.0,10.0,1.0,1.0,0.0,2.0,2.0,28,,0
517239,634252,1990,28901100,Michael Jordan,CHI,"APR 22, 1990",CHI @ DET,L,37,10,23.0,0.435,1.0,3.0,0.333,1,2.0,0.5,3.0,7.0,10.0,4.0,2.0,0.0,2.0,3.0,22,,0
517240,634253,1990,28901092,Michael Jordan,CHI,"APR 20, 1990",CHI @ BOS,L,35,21,29.0,0.724,0.0,2.0,0.0,3,3.0,1.0,1.0,7.0,8.0,9.0,3.0,0.0,3.0,5.0,45,,0
517241,634254,1990,28901082,Michael Jordan,CHI,"APR 19, 1990",CHI vs. WAS,W,36,12,26.0,0.462,2.0,5.0,0.4,6,6.0,1.0,3.0,3.0,6.0,7.0,5.0,1.0,3.0,4.0,32,,0
517242,634255,1990,28901065,Michael Jordan,CHI,"APR 17, 1990",CHI vs. BOS,W,36,13,24.0,0.542,2.0,3.0,0.667,7,8.0,0.875,1.0,10.0,11.0,6.0,2.0,1.0,6.0,3.0,35,,0
517243,634256,1990,28901056,Michael Jordan,CHI,"APR 16, 1990",CHI @ IND,L,45,11,24.0,0.458,0.0,2.0,0.0,1,2.0,0.5,3.0,4.0,7.0,6.0,4.0,0.0,6.0,5.0,23,,0
517244,634257,1990,28901045,Michael Jordan,CHI,"APR 14, 1990",CHI @ WAS,L,37,10,21.0,0.476,1.0,2.0,0.5,0,1.0,0.0,1.0,2.0,3.0,5.0,1.0,0.0,2.0,4.0,21,,0
517245,634237,1990,29000190,Michael Jordan,CHI,"NOV 30, 1990",CHI vs. IND,W,33,15,19.0,0.789,0.0,0.0,0.0,7,9.0,0.778,1.0,4.0,5.0,3.0,2.0,2.0,1.0,4.0,37,,0
517246,634235,1990,29000213,Michael Jordan,CHI,"DEC 04, 1990",CHI vs. PHX,W,35,12,22.0,0.545,0.0,0.0,0.0,3,3.0,1.0,1.0,3.0,4.0,7.0,0.0,1.0,2.0,5.0,27,,0
517247,634251,1990,29000009,Michael Jordan,CHI,"NOV 02, 1990",CHI vs. PHL,L,34,14,24.0,0.583,1.0,3.0,0.333,5,5.0,1.0,3.0,2.0,5.0,7.0,7.0,0.0,5.0,4.0,34,,0
517248,634260,1990,28900998,Michael Jordan,CHI,"APR 07, 1990",CHI @ DAL,W,40,15,26.0,0.577,3.0,5.0,0.6,10,13.0,0.769,2.0,1.0,3.0,4.0,2.0,1.0,0.0,3.0,43,,0
517249,634262,1990,28900972,Michael Jordan,CHI,"APR 03, 1990",CHI vs. IND,W,44,8,19.0,0.421,1.0,4.0,0.25,12,12.0,1.0,1.0,3.0,4.0,10.0,0.0,2.0,0.0,4.0,29,,0
517250,634263,1990,28900959,Michael Jordan,CHI,"APR 01, 1990",CHI vs. MIA,W,41,20,29.0,0.69,1.0,2.0,0.5,6,9.0,0.667,2.0,4.0,6.0,7.0,3.0,3.0,5.0,2.0,47,,0
517251,634264,1990,28900946,Michael Jordan,CHI,"MAR 30, 1990",CHI vs. NYK,W,45,20,34.0,0.588,1.0,3.0,0.333,8,9.0,0.889,1.0,11.0,12.0,4.0,5.0,2.0,2.0,3.0,49,,0
517252,634265,1990,28900931,Michael Jordan,CHI,"MAR 28, 1990",CHI @ CLE,W,50,23,37.0,0.622,2.0,6.0,0.333,21,23.0,0.913,7.0,11.0,18.0,6.0,4.0,1.0,2.0,5.0,69,,0
517253,634266,1990,28900923,Michael Jordan,CHI,"MAR 26, 1990",CHI vs. PHX,W,28,14,24.0,0.583,0.0,1.0,0.0,0,0.0,0.0,4.0,8.0,12.0,5.0,6.0,0.0,2.0,0.0,28,,0
517254,634267,1990,28900910,Michael Jordan,CHI,"MAR 24, 1990",CHI vs. SAC,L,39,16,28.0,0.571,2.0,3.0,0.667,9,10.0,0.9,1.0,4.0,5.0,6.0,5.0,0.0,1.0,3.0,43,,0
517255,634268,1990,28900900,Michael Jordan,CHI,"MAR 23, 1990",CHI vs. CLE,W,40,18,32.0,0.563,0.0,3.0,0.0,5,6.0,0.833,2.0,4.0,6.0,5.0,5.0,1.0,3.0,1.0,41,,0
517256,634261,1990,28900985,Michael Jordan,CHI,"APR 05, 1990",CHI vs. ORL,W,39,14,23.0,0.609,2.0,6.0,0.333,8,10.0,0.8,1.0,6.0,7.0,3.0,4.0,1.0,2.0,2.0,38,,0
517257,634241,1990,29000135,Michael Jordan,CHI,"NOV 21, 1990",CHI @ PHX,L,40,15,32.0,0.469,0.0,0.0,0.0,4,4.0,1.0,0.0,4.0,4.0,4.0,4.0,0.0,3.0,1.0,34,,0
517258,634240,1990,29000143,Michael Jordan,CHI,"NOV 23, 1990",CHI @ LAC,W,31,5,12.0,0.417,0.0,0.0,0.0,4,4.0,1.0,3.0,3.0,6.0,7.0,3.0,0.0,2.0,3.0,14,,0
517259,634238,1990,29000178,Michael Jordan,CHI,"NOV 28, 1990",CHI vs. WAS,W,27,11,15.0,0.733,0.0,0.0,0.0,2,3.0,0.667,0.0,2.0,2.0,7.0,3.0,1.0,1.0,2.0,24,,0
517260,634247,1990,29000053,Michael Jordan,CHI,"NOV 09, 1990",CHI @ BOS,W,34,17,25.0,0.68,0.0,1.0,0.0,7,8.0,0.875,1.0,4.0,5.0,6.0,2.0,0.0,3.0,3.0,41,,0
517261,634239,1990,29000154,Michael Jordan,CHI,"NOV 24, 1990",CHI @ DEN,W,40,14,24.0,0.583,0.0,0.0,0.0,10,10.0,1.0,1.0,6.0,7.0,12.0,3.0,1.0,3.0,3.0,38,,0
540261,634172,1991,29001072,Michael Jordan,CHI,"APR 17, 1991",CHI @ MIA,W,40,9,20.0,0.45,0.0,2.0,0.0,8,9.0,0.889,2.0,3.0,5.0,5.0,3.0,0.0,2.0,2.0,26,,0
540262,634171,1991,29001087,Michael Jordan,CHI,"APR 19, 1991",CHI @ CHH,W,39,15,22.0,0.682,0.0,1.0,0.0,11,13.0,0.846,3.0,2.0,5.0,5.0,4.0,2.0,4.0,5.0,41,,0
540263,634170,1991,29001103,Michael Jordan,CHI,"APR 21, 1991",CHI vs. DET,W,30,6,15.0,0.4,0.0,2.0,0.0,6,6.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,18,,0
540264,634169,1991,29100004,Michael Jordan,CHI,"NOV 01, 1991",CHI vs. PHL,W,30,11,18.0,0.611,0.0,3.0,0.0,4,6.0,0.667,1.0,4.0,5.0,4.0,3.0,1.0,2.0,2.0,26,,0
540265,634168,1991,29100014,Michael Jordan,CHI,"NOV 02, 1991",CHI @ MIL,L,42,19,29.0,0.655,1.0,2.0,0.5,7,7.0,1.0,0.0,3.0,3.0,3.0,5.0,1.0,4.0,1.0,46,,0
540266,634167,1991,29100027,Michael Jordan,CHI,"NOV 05, 1991",CHI vs. GOS,L,46,17,22.0,0.773,1.0,2.0,0.5,5,8.0,0.625,2.0,5.0,7.0,4.0,1.0,1.0,5.0,5.0,40,,0
540267,634166,1991,29100044,Michael Jordan,CHI,"NOV 06, 1991",CHI @ BOS,W,38,16,26.0,0.615,3.0,4.0,0.75,9,9.0,1.0,0.0,3.0,3.0,6.0,1.0,1.0,2.0,2.0,44,,0
540268,634165,1991,29100056,Michael Jordan,CHI,"NOV 08, 1991",CHI vs. DAL,W,36,10,15.0,0.667,0.0,0.0,0.0,6,8.0,0.75,1.0,6.0,7.0,5.0,4.0,0.0,0.0,1.0,26,,0
540269,634164,1991,29100068,Michael Jordan,CHI,"NOV 09, 1991",CHI vs. ORL,W,35,13,26.0,0.5,0.0,3.0,0.0,1,1.0,1.0,2.0,3.0,5.0,9.0,3.0,1.0,1.0,2.0,27,,0
540270,634163,1991,29100082,Michael Jordan,CHI,"NOV 12, 1991",CHI vs. DET,W,29,8,14.0,0.571,0.0,1.0,0.0,4,5.0,0.8,0.0,3.0,3.0,4.0,3.0,0.0,0.0,4.0,20,,0
540271,634142,1991,29100381,Michael Jordan,CHI,"DEC 30, 1991",CHI @ IND,W,44,10,19.0,0.526,0.0,1.0,0.0,9,11.0,0.818,2.0,4.0,6.0,7.0,3.0,2.0,4.0,4.0,29,,0
540272,634143,1991,29100377,Michael Jordan,CHI,"DEC 28, 1991",CHI vs. SAC,W,36,11,20.0,0.55,0.0,1.0,0.0,11,12.0,0.917,0.0,2.0,2.0,8.0,3.0,3.0,6.0,5.0,33,,0
540273,634144,1991,29100353,Michael Jordan,CHI,"DEC 26, 1991",CHI @ ATL,W,44,15,31.0,0.484,1.0,2.0,0.5,3,4.0,0.75,1.0,2.0,3.0,6.0,2.0,3.0,4.0,1.0,34,,0
540274,634145,1991,29100351,Michael Jordan,CHI,"DEC 25, 1991",CHI vs. BOS,W,35,6,14.0,0.429,0.0,1.0,0.0,2,2.0,1.0,1.0,7.0,8.0,5.0,2.0,3.0,2.0,2.0,14,,0
540275,634146,1991,29100335,Michael Jordan,CHI,"DEC 21, 1991",CHI vs. ATL,W,43,16,24.0,0.667,2.0,2.0,1.0,3,3.0,1.0,1.0,8.0,9.0,10.0,4.0,1.0,3.0,2.0,37,,0
540276,634147,1991,29100328,Michael Jordan,CHI,"DEC 20, 1991",CHI @ NJN,W,30,8,18.0,0.444,0.0,0.0,0.0,8,8.0,1.0,1.0,4.0,5.0,4.0,1.0,2.0,0.0,0.0,24,,0
540277,634148,1991,29100302,Michael Jordan,CHI,"DEC 17, 1991",CHI vs. LAL,L,38,6,20.0,0.3,0.0,3.0,0.0,9,10.0,0.9,0.0,4.0,4.0,7.0,3.0,3.0,0.0,3.0,21,,0
540278,634150,1991,29100277,Michael Jordan,CHI,"DEC 13, 1991",CHI vs. NYK,W,43,9,18.0,0.5,0.0,2.0,0.0,9,12.0,0.75,1.0,7.0,8.0,6.0,4.0,0.0,3.0,2.0,27,,0
540279,634151,1991,29100253,Michael Jordan,CHI,"DEC 10, 1991",CHI vs. SEA,W,39,7,20.0,0.35,0.0,1.0,0.0,5,8.0,0.625,3.0,8.0,11.0,1.0,0.0,1.0,1.0,3.0,19,,0
540280,634152,1991,29100246,Michael Jordan,CHI,"DEC 07, 1991",CHI @ PHL,L,41,12,25.0,0.48,0.0,1.0,0.0,8,10.0,0.8,3.0,11.0,14.0,9.0,3.0,1.0,4.0,2.0,32,,0
540281,634153,1991,29100236,Michael Jordan,CHI,"DEC 06, 1991",CHI vs. CHH,W,34,8,19.0,0.421,1.0,2.0,0.5,2,4.0,0.5,1.0,10.0,11.0,10.0,1.0,0.0,1.0,3.0,19,,0
540282,634154,1991,29100223,Michael Jordan,CHI,"DEC 04, 1991",CHI vs. CLE,W,41,7,20.0,0.35,0.0,1.0,0.0,2,2.0,1.0,1.0,8.0,9.0,9.0,3.0,0.0,7.0,4.0,16,,0
540283,634156,1991,29100185,Michael Jordan,CHI,"NOV 29, 1991",CHI @ POR,W,51,16,39.0,0.41,0.0,1.0,0.0,8,10.0,0.8,3.0,5.0,8.0,7.0,3.0,1.0,3.0,4.0,40,,0
540284,634157,1991,29100173,Michael Jordan,CHI,"NOV 26, 1991",CHI @ LAC,W,33,11,19.0,0.579,0.0,2.0,0.0,1,2.0,0.5,1.0,9.0,10.0,5.0,1.0,0.0,6.0,3.0,23,,0
540285,634158,1991,29100159,Michael Jordan,CHI,"NOV 23, 1991",CHI @ DEN,W,41,15,28.0,0.536,0.0,1.0,0.0,7,7.0,1.0,0.0,6.0,6.0,3.0,0.0,1.0,2.0,5.0,37,,0
540286,634159,1991,29100143,Michael Jordan,CHI,"NOV 22, 1991",CHI @ SEA,W,45,11,26.0,0.423,0.0,1.0,0.0,9,10.0,0.9,1.0,5.0,6.0,4.0,2.0,0.0,1.0,6.0,31,,0
540287,634160,1991,29100132,Michael Jordan,CHI,"NOV 20, 1991",CHI @ GOS,W,45,12,25.0,0.48,0.0,0.0,0.0,11,13.0,0.846,1.0,8.0,9.0,7.0,3.0,1.0,3.0,3.0,35,,0
540288,634161,1991,29100103,Michael Jordan,CHI,"NOV 15, 1991",CHI vs. MIL,W,37,5,10.0,0.5,0.0,0.0,0.0,7,8.0,0.875,2.0,5.0,7.0,11.0,1.0,0.0,3.0,2.0,17,,0
540289,634162,1991,29100089,Michael Jordan,CHI,"NOV 13, 1991",CHI @ CHH,W,33,11,19.0,0.579,1.0,3.0,0.333,12,12.0,1.0,1.0,5.0,6.0,5.0,3.0,3.0,2.0,1.0,35,,0
540290,634155,1991,29100200,Michael Jordan,CHI,"NOV 30, 1991",CHI @ SAC,W,39,13,21.0,0.619,0.0,2.0,0.0,4,9.0,0.444,0.0,6.0,6.0,8.0,0.0,1.0,2.0,4.0,30,,0
540291,634194,1991,29000803,Michael Jordan,CHI,"MAR 08, 1991",CHI vs. UTH,W,39,14,29.0,0.483,0.0,0.0,0.0,9,10.0,0.9,1.0,4.0,5.0,2.0,3.0,0.0,1.0,3.0,37,,0
540292,634195,1991,29000778,Michael Jordan,CHI,"MAR 05, 1991",CHI vs. MIL,W,37,9,23.0,0.391,0.0,0.0,0.0,12,13.0,0.923,2.0,7.0,9.0,2.0,2.0,1.0,5.0,3.0,30,,0
540293,634215,1991,29000485,Michael Jordan,CHI,"JAN 16, 1991",CHI @ ORL,W,38,11,27.0,0.407,0.0,0.0,0.0,7,8.0,0.875,0.0,4.0,4.0,4.0,3.0,1.0,2.0,5.0,29,,0
540294,634214,1991,29000499,Michael Jordan,CHI,"JAN 18, 1991",CHI @ ATL,L,41,13,28.0,0.464,0.0,1.0,0.0,4,4.0,1.0,0.0,7.0,7.0,8.0,3.0,0.0,4.0,2.0,30,,0
540295,634213,1991,29000510,Michael Jordan,CHI,"JAN 21, 1991",CHI @ MIA,W,39,17,28.0,0.607,0.0,2.0,0.0,3,5.0,0.6,1.0,5.0,6.0,5.0,3.0,1.0,3.0,1.0,37,,0
540296,634212,1991,29000526,Michael Jordan,CHI,"JAN 23, 1991",CHI @ NJN,L,41,9,23.0,0.391,1.0,1.0,1.0,16,19.0,0.842,4.0,2.0,6.0,5.0,4.0,0.0,2.0,4.0,35,,0
540297,634211,1991,29000537,Michael Jordan,CHI,"JAN 25, 1991",CHI vs. MIA,W,28,10,14.0,0.714,3.0,3.0,1.0,3,4.0,0.75,0.0,3.0,3.0,2.0,6.0,0.0,3.0,2.0,26,,0
