,Unnamed: 0,Season,Game_ID,PLAYER_NAME,Team,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
884684,581934,2006,20500530,LeBron James,CLE,"JAN 14, 2006",CLE @ PHX,L,44,18,28.0,0.643,5.0,8.0,0.625,5,5.0,1.0,0.0,7.0,7.0,8.0,1.0,0.0,1.0,1.0,46,-5.0,0
884685,581928,2006,20500605,LeBron James,CLE,"JAN 25, 2006",CLE @ ATL,W,46,11,22.0,0.5,1.0,5.0,0.2,15,20.0,0.75,1.0,8.0,9.0,6.0,3.0,1.0,5.0,2.0,38,10.0,0
884686,581916,2006,20500767,LeBron James,CLE,"FEB 15, 2006",CLE @ BOS,W,54,16,32.0,0.5,0.0,5.0,0.0,11,15.0,0.733,1.0,11.0,12.0,11.0,2.0,4.0,2.0,5.0,43,5.0,0
884687,581917,2006,20500758,LeBron James,CLE,"FEB 13, 2006",CLE vs. SAS,W,41,19,33.0,0.576,1.0,3.0,0.333,5,8.0,0.625,2.0,1.0,3.0,5.0,4.0,0.0,2.0,0.0,44,12.0,0
884688,581918,2006,20500737,LeBron James,CLE,"FEB 11, 2006",CLE vs. GSW,L,44,10,17.0,0.588,5.0,6.0,0.833,8,8.0,1.0,1.0,4.0,5.0,6.0,1.0,2.0,2.0,5.0,33,-15.0,0
884689,581919,2006,20500725,LeBron James,CLE,"FEB 10, 2006",CLE @ WAS,L,45,6,23.0,0.261,0.0,3.0,0.0,6,8.0,0.75,1.0,8.0,9.0,8.0,1.0,0.0,2.0,2.0,18,-13.0,0
884690,581920,2006,20500719,LeBron James,CLE,"FEB 08, 2006",CLE @ MIN,W,46,11,34.0,0.324,1.0,5.0,0.2,12,17.0,0.706,1.0,10.0,11.0,8.0,1.0,0.0,0.0,3.0,35,10.0,0
884691,581921,2006,20500707,LeBron James,CLE,"FEB 06, 2006",CLE vs. MIL,W,45,9,20.0,0.45,2.0,7.0,0.286,2,4.0,0.5,0.0,9.0,9.0,12.0,0.0,2.0,4.0,4.0,22,-3.0,0
884692,581922,2006,20500687,LeBron James,CLE,"FEB 04, 2006",CLE vs. PHI,L,47,10,17.0,0.588,2.0,7.0,0.286,9,10.0,0.9,2.0,2.0,4.0,6.0,2.0,1.0,4.0,0.0,31,-7.0,0
884693,581923,2006,20500674,LeBron James,CLE,"FEB 02, 2006",CLE @ MIA,L,39,12,29.0,0.414,2.0,5.0,0.4,3,3.0,1.0,1.0,4.0,5.0,7.0,1.0,0.0,1.0,0.0,29,-15.0,0
884694,581924,2006,20500663,LeBron James,CLE,"FEB 01, 2006",CLE vs. NJN,W,44,8,21.0,0.381,0.0,2.0,0.0,10,12.0,0.833,0.0,11.0,11.0,10.0,1.0,1.0,4.0,2.0,26,5.0,0
884695,581925,2006,20500648,LeBron James,CLE,"JAN 30, 2006",CLE @ CHA,W,32,11,19.0,0.579,2.0,6.0,0.333,6,11.0,0.545,1.0,5.0,6.0,6.0,5.0,1.0,4.0,2.0,30,30.0,0
884696,581926,2006,20500642,LeBron James,CLE,"JAN 29, 2006",CLE vs. PHX,W,43,17,33.0,0.515,3.0,7.0,0.429,7,12.0,0.583,1.0,10.0,11.0,7.0,1.0,1.0,6.0,1.0,44,5.0,0
884697,581927,2006,20500620,LeBron James,CLE,"JAN 27, 2006",CLE @ IND,W,45,12,23.0,0.522,1.0,2.0,0.5,5,8.0,0.625,1.0,6.0,7.0,9.0,3.0,1.0,6.0,1.0,30,4.0,0
884698,581929,2006,20500600,LeBron James,CLE,"JAN 24, 2006",CLE vs. IND,W,36,7,21.0,0.333,2.0,5.0,0.4,7,10.0,0.7,0.0,7.0,7.0,8.0,2.0,2.0,1.0,0.0,23,33.0,0
884699,581930,2006,20500582,LeBron James,CLE,"JAN 21, 2006",CLE @ UTA,W,42,19,35.0,0.543,4.0,8.0,0.5,9,11.0,0.818,0.0,5.0,5.0,8.0,2.0,0.0,3.0,4.0,51,19.0,0
884700,581931,2006,20500575,LeBron James,CLE,"JAN 20, 2006",CLE @ GSW,L,36,5,22.0,0.227,0.0,3.0,0.0,4,6.0,0.667,1.0,8.0,9.0,6.0,0.0,0.0,6.0,3.0,14,-9.0,0
884701,581932,2006,20500559,LeBron James,CLE,"JAN 18, 2006",CLE @ DEN,L,41,7,20.0,0.35,2.0,6.0,0.333,8,15.0,0.533,2.0,9.0,11.0,9.0,0.0,0.0,2.0,5.0,24,-3.0,0
884702,581933,2006,20500535,LeBron James,CLE,"JAN 15, 2006",CLE @ POR,L,41,10,26.0,0.385,1.0,5.0,0.2,8,11.0,0.727,2.0,11.0,13.0,7.0,1.0,3.0,2.0,3.0,29,12.0,0
884703,581935,2006,20500512,LeBron James,CLE,"JAN 12, 2006",CLE @ LAL,L,40,11,22.0,0.5,2.0,3.0,0.667,4,9.0,0.444,0.0,2.0,2.0,9.0,0.0,0.0,5.0,2.0,28,5.0,0
910296,581854,2007,20600529,LeBron James,CLE,"JAN 11, 2007",CLE @ PHX,L,39,15,28.0,0.536,3.0,9.0,0.333,1,2.0,0.5,2.0,4.0,6.0,6.0,1.0,0.0,5.0,2.0,34,-20.0,0
910297,581853,2007,20600551,LeBron James,CLE,"JAN 13, 2007",CLE @ LAC,W,42,10,23.0,0.435,0.0,1.0,0.0,8,8.0,1.0,1.0,5.0,6.0,6.0,1.0,0.0,2.0,4.0,28,14.0,0
910298,581852,2007,20600567,LeBron James,CLE,"JAN 16, 2007",CLE @ SEA,L,44,8,21.0,0.381,1.0,7.0,0.143,13,15.0,0.867,1.0,6.0,7.0,8.0,2.0,1.0,4.0,0.0,30,-7.0,0
910299,581851,2007,20600577,LeBron James,CLE,"JAN 17, 2007",CLE @ POR,L,35,8,21.0,0.381,1.0,4.0,0.25,6,13.0,0.462,3.0,3.0,6.0,2.0,1.0,0.0,4.0,0.0,23,-24.0,0
910300,581850,2007,20600590,LeBron James,CLE,"JAN 19, 2007",CLE @ DEN,L,44,9,23.0,0.391,0.0,1.0,0.0,12,14.0,0.857,2.0,8.0,10.0,10.0,2.0,0.0,3.0,2.0,30,-3.0,0
910301,581849,2007,20600601,LeBron James,CLE,"JAN 20, 2007",CLE @ GSW,W,45,14,22.0,0.636,2.0,7.0,0.286,2,5.0,0.4,0.0,7.0,7.0,5.0,4.0,0.0,9.0,2.0,32,5.0,0
910302,581848,2007,20600607,LeBron James,CLE,"JAN 22, 2007",CLE vs. ORL,L,43,6,15.0,0.4,0.0,3.0,0.0,6,13.0,0.462,0.0,4.0,4.0,5.0,3.0,0.0,2.0,2.0,18,-2.0,0
910303,581847,2007,20600623,LeBron James,CLE,"JAN 24, 2007",CLE vs. PHI,L,53,14,26.0,0.538,3.0,8.0,0.375,8,13.0,0.615,2.0,8.0,10.0,5.0,1.0,0.0,4.0,2.0,39,-8.0,0
910304,581846,2007,20600655,LeBron James,CLE,"JAN 28, 2007",CLE vs. PHX,L,42,12,22.0,0.545,3.0,6.0,0.5,3,6.0,0.5,2.0,7.0,9.0,5.0,2.0,0.0,3.0,2.0,30,-8.0,0
910305,581855,2007,20600515,LeBron James,CLE,"JAN 09, 2007",CLE @ SAC,W,44,14,26.0,0.538,3.0,7.0,0.429,3,3.0,1.0,1.0,3.0,4.0,7.0,2.0,1.0,3.0,3.0,34,13.0,0
910306,581856,2007,20600492,LeBron James,CLE,"JAN 06, 2007",CLE vs. NJN,W,44,9,21.0,0.429,1.0,3.0,0.333,0,0.0,0.0,0.0,13.0,13.0,4.0,3.0,3.0,5.0,4.0,19,4.0,0
910307,581845,2007,20600687,LeBron James,CLE,"FEB 01, 2007",CLE @ MIA,L,36,6,18.0,0.333,2.0,7.0,0.286,3,8.0,0.375,1.0,5.0,6.0,9.0,1.0,0.0,2.0,4.0,17,-12.0,0
910308,581814,2007,20601173,LeBron James,CLE,"APR 12, 2007",CLE vs. NJN,W,35,15,27.0,0.556,0.0,1.0,0.0,5,9.0,0.556,3.0,5.0,8.0,4.0,2.0,1.0,2.0,1.0,35,21.0,0
910309,581817,2007,20601119,LeBron James,CLE,"APR 05, 2007",CLE vs. MIA,L,49,11,21.0,0.524,2.0,5.0,0.4,11,13.0,0.846,2.0,7.0,9.0,5.0,0.0,0.0,4.0,4.0,35,2.0,0
910310,581816,2007,20601126,LeBron James,CLE,"APR 06, 2007",CLE @ WAS,W,44,7,23.0,0.304,0.0,3.0,0.0,11,14.0,0.786,0.0,6.0,6.0,5.0,1.0,1.0,2.0,3.0,25,5.0,0
910311,581815,2007,20601143,LeBron James,CLE,"APR 08, 2007",CLE @ DET,L,43,5,16.0,0.313,1.0,4.0,0.25,9,11.0,0.818,1.0,4.0,5.0,6.0,1.0,0.0,5.0,2.0,20,-11.0,0
910312,581842,2007,20600729,LeBron James,CLE,"FEB 07, 2007",CLE vs. LAC,W,36,4,13.0,0.308,1.0,2.0,0.5,2,2.0,1.0,0.0,7.0,7.0,3.0,1.0,1.0,2.0,1.0,11,15.0,0
910313,581843,2007,20600711,LeBron James,CLE,"FEB 04, 2007",CLE vs. DET,L,43,9,22.0,0.409,1.0,4.0,0.25,2,3.0,0.667,0.0,5.0,5.0,6.0,2.0,0.0,3.0,2.0,21,-12.0,0
910314,581844,2007,20600694,LeBron James,CLE,"FEB 02, 2007",CLE vs. CHA,W,36,7,13.0,0.538,0.0,1.0,0.0,4,8.0,0.5,1.0,9.0,10.0,3.0,2.0,0.0,1.0,1.0,18,17.0,0
910315,581859,2007,20600461,LeBron James,CLE,"JAN 02, 2007",CLE vs. SAS,W,40,7,17.0,0.412,0.0,1.0,0.0,5,11.0,0.455,0.0,5.0,5.0,5.0,2.0,0.0,3.0,1.0,19,6.0,0
910316,581818,2007,20601105,LeBron James,CLE,"APR 03, 2007",CLE @ MIN,W,42,13,24.0,0.542,0.0,2.0,0.0,5,5.0,1.0,2.0,10.0,12.0,6.0,4.0,1.0,2.0,1.0,31,21.0,0
910317,581858,2007,20600469,LeBron James,CLE,"JAN 03, 2007",CLE @ BOS,W,45,11,20.0,0.55,2.0,3.0,0.667,8,10.0,0.8,1.0,5.0,6.0,4.0,3.0,1.0,3.0,0.0,32,3.0,0
910318,581819,2007,20601084,LeBron James,CLE,"MAR 31, 2007",CLE @ CHI,W,47,14,25.0,0.56,0.0,3.0,0.0,11,13.0,0.846,1.0,4.0,5.0,9.0,3.0,0.0,7.0,4.0,39,4.0,0
910319,581820,2007,20601063,LeBron James,CLE,"MAR 28, 2007",CLE @ NYK,L,44,6,20.0,0.3,2.0,5.0,0.4,10,14.0,0.714,1.0,5.0,6.0,7.0,2.0,0.0,3.0,3.0,24,2.0,0
910320,581821,2007,20601054,LeBron James,CLE,"MAR 27, 2007",CLE @ IND,W,40,8,18.0,0.444,0.0,3.0,0.0,10,14.0,0.714,1.0,6.0,7.0,6.0,2.0,0.0,3.0,4.0,26,11.0,0
910321,581841,2007,20600744,LeBron James,CLE,"FEB 09, 2007",CLE vs. MIA,W,41,12,22.0,0.545,1.0,4.0,0.25,4,8.0,0.5,1.0,6.0,7.0,6.0,0.0,0.0,2.0,1.0,29,22.0,0
910322,581840,2007,20600759,LeBron James,CLE,"FEB 11, 2007",CLE vs. LAL,W,38,5,16.0,0.313,0.0,2.0,0.0,8,12.0,0.667,1.0,7.0,8.0,5.0,1.0,1.0,1.0,3.0,18,3.0,0
910323,581839,2007,20600784,LeBron James,CLE,"FEB 14, 2007",CLE @ UTA,L,43,9,25.0,0.36,0.0,3.0,0.0,5,9.0,0.556,3.0,7.0,10.0,4.0,1.0,3.0,0.0,2.0,23,10.0,0
910324,581838,2007,20600789,LeBron James,CLE,"FEB 15, 2007",CLE @ LAL,W,40,10,16.0,0.625,0.0,1.0,0.0,18,22.0,0.818,0.0,4.0,4.0,3.0,3.0,0.0,3.0,4.0,38,4.0,0
910325,581837,2007,20600800,LeBron James,CLE,"FEB 21, 2007",CLE @ TOR,W,37,12,25.0,0.48,0.0,1.0,0.0,5,5.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,3.0,3.0,29,5.0,0
910326,581836,2007,20600812,LeBron James,CLE,"FEB 22, 2007",CLE vs. CHI,L,43,13,28.0,0.464,1.0,4.0,0.25,2,8.0,0.25,3.0,4.0,7.0,2.0,3.0,0.0,3.0,1.0,29,3.0,0
910327,581835,2007,20600835,LeBron James,CLE,"FEB 25, 2007",CLE @ MIA,L,42,10,22.0,0.455,2.0,5.0,0.4,7,12.0,0.583,0.0,3.0,3.0,7.0,0.0,1.0,2.0,2.0,29,6.0,0
910328,581834,2007,20600850,LeBron James,CLE,"FEB 27, 2007",CLE vs. NOK,W,43,14,22.0,0.636,3.0,4.0,0.75,4,7.0,0.571,1.0,4.0,5.0,8.0,2.0,1.0,4.0,1.0,35,16.0,0
910329,581833,2007,20600865,LeBron James,CLE,"MAR 01, 2007",CLE @ DAL,L,40,17,27.0,0.63,1.0,4.0,0.25,4,8.0,0.5,0.0,3.0,3.0,5.0,0.0,0.0,2.0,2.0,39,-2.0,0
910330,581832,2007,20600881,LeBron James,CLE,"MAR 03, 2007",CLE vs. TOR,W,37,10,20.0,0.5,1.0,3.0,0.333,15,17.0,0.882,2.0,3.0,5.0,6.0,0.0,3.0,2.0,1.0,36,23.0,0
910331,581831,2007,20600895,LeBron James,CLE,"MAR 05, 2007",CLE vs. HOU,W,42,12,24.0,0.5,3.0,6.0,0.5,5,9.0,0.556,1.0,11.0,12.0,8.0,0.0,0.0,3.0,2.0,32,-1.0,0
910332,581830,2007,20600912,LeBron James,CLE,"MAR 07, 2007",CLE @ DET,W,51,17,31.0,0.548,1.0,3.0,0.333,6,8.0,0.75,2.0,5.0,7.0,8.0,3.0,1.0,4.0,4.0,41,8.0,0
910333,581829,2007,20600932,LeBron James,CLE,"MAR 10, 2007",CLE @ MIL,W,36,12,22.0,0.545,4.0,6.0,0.667,4,4.0,1.0,0.0,8.0,8.0,9.0,3.0,1.0,6.0,5.0,32,15.0,0
910334,581828,2007,20600940,LeBron James,CLE,"MAR 11, 2007",CLE vs. IND,W,39,10,22.0,0.455,2.0,6.0,0.333,4,5.0,0.8,3.0,4.0,7.0,6.0,3.0,1.0,2.0,2.0,26,23.0,0
910335,581827,2007,20600963,LeBron James,CLE,"MAR 14, 2007",CLE @ MEM,W,30,11,17.0,0.647,4.0,7.0,0.571,3,6.0,0.5,1.0,5.0,6.0,4.0,3.0,0.0,2.0,0.0,29,35.0,0
910336,581826,2007,20600982,LeBron James,CLE,"MAR 17, 2007",CLE vs. UTA,W,44,8,21.0,0.381,0.0,6.0,0.0,8,13.0,0.615,2.0,15.0,17.0,9.0,2.0,2.0,4.0,3.0,24,7.0,0
910337,581825,2007,20600998,LeBron James,CLE,"MAR 20, 2007",CLE @ CHA,L,47,12,31.0,0.387,2.0,9.0,0.222,11,12.0,0.917,2.0,4.0,6.0,6.0,1.0,3.0,3.0,4.0,37,-5.0,0
910338,581824,2007,20601010,LeBron James,CLE,"MAR 21, 2007",CLE vs. DAL,L,45,12,28.0,0.429,1.0,6.0,0.167,6,7.0,0.857,0.0,6.0,6.0,4.0,2.0,3.0,6.0,3.0,31,-6.0,0
910339,581823,2007,20601026,LeBron James,CLE,"MAR 23, 2007",CLE vs. NYK,W,38,8,16.0,0.5,0.0,1.0,0.0,5,6.0,0.833,1.0,2.0,3.0,10.0,2.0,0.0,1.0,1.0,21,19.0,0
910340,581822,2007,20601042,LeBron James,CLE,"MAR 25, 2007",CLE vs. DEN,L,41,8,19.0,0.421,1.0,6.0,0.167,1,1.0,1.0,0.0,3.0,3.0,8.0,1.0,0.0,5.0,4.0,18,-13.0,0
910341,581857,2007,20600486,LeBron James,CLE,"JAN 05, 2007",CLE @ MIL,W,43,3,13.0,0.231,0.0,4.0,0.0,2,2.0,1.0,0.0,5.0,5.0,9.0,1.0,0.0,2.0,1.0,8,9.0,0
910342,581802,2007,20700107,LeBron James,CLE,"NOV 14, 2007",CLE vs. ORL,L,47,15,27.0,0.556,2.0,4.0,0.5,7,9.0,0.778,4.0,9.0,13.0,14.0,0.0,2.0,4.0,1.0,39,2.0,0
910343,581801,2007,20700124,LeBron James,CLE,"NOV 16, 2007",CLE vs. UTA,W,40,13,27.0,0.481,1.0,3.0,0.333,13,15.0,0.867,2.0,8.0,10.0,9.0,0.0,3.0,5.0,3.0,40,13.0,0
910344,581800,2007,20700151,LeBron James,CLE,"NOV 20, 2007",CLE vs. MIL,L,44,11,22.0,0.5,1.0,7.0,0.143,11,12.0,0.917,0.0,7.0,7.0,7.0,1.0,1.0,3.0,4.0,34,-2.0,0
910345,581799,2007,20700165,LeBron James,CLE,"NOV 21, 2007",CLE @ MIN,W,39,17,26.0,0.654,6.0,10.0,0.6,5,8.0,0.625,2.0,6.0,8.0,5.0,3.0,2.0,3.0,2.0,45,14.0,0
910346,581798,2007,20700183,LeBron James,CLE,"NOV 24, 2007",CLE vs. TOR,W,45,14,29.0,0.483,2.0,8.0,0.25,7,8.0,0.875,3.0,9.0,12.0,12.0,3.0,1.0,4.0,3.0,37,7.0,0
910347,581797,2007,20700193,LeBron James,CLE,"NOV 25, 2007",CLE @ IND,W,36,10,21.0,0.476,1.0,6.0,0.167,9,15.0,0.6,3.0,8.0,11.0,10.0,4.0,1.0,2.0,1.0,30,9.0,0
910348,581796,2007,20700204,LeBron James,CLE,"NOV 27, 2007",CLE vs. BOS,W,46,11,25.0,0.44,2.0,8.0,0.25,14,15.0,0.933,0.0,4.0,4.0,13.0,2.0,2.0,3.0,2.0,38,14.0,0
910349,581795,2007,20700214,LeBron James,CLE,"NOV 28, 2007",CLE @ DET,L,20,5,11.0,0.455,0.0,2.0,0.0,5,9.0,0.556,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,15,-2.0,0
910350,581794,2007,20700308,LeBron James,CLE,"DEC 11, 2007",CLE vs. IND,W,23,5,9.0,0.556,0.0,1.0,0.0,7,10.0,0.7,1.0,2.0,3.0,5.0,1.0,1.0,4.0,2.0,17,27.0,0
910351,581793,2007,20700331,LeBron James,CLE,"DEC 14, 2007",CLE @ NJN,L,41,12,25.0,0.48,3.0,9.0,0.333,2,3.0,0.667,0.0,6.0,6.0,8.0,2.0,0.0,6.0,3.0,29,6.0,0
910352,581791,2007,20700355,LeBron James,CLE,"DEC 17, 2007",CLE vs. MIL,W,50,10,25.0,0.4,0.0,5.0,0.0,11,13.0,0.846,1.0,7.0,8.0,5.0,1.0,0.0,2.0,3.0,31,6.0,0
910353,581790,2007,20700370,LeBron James,CLE,"DEC 19, 2007",CLE @ NYK,L,37,12,21.0,0.571,3.0,6.0,0.5,5,6.0,0.833,1.0,7.0,8.0,6.0,6.0,0.0,4.0,1.0,32,-9.0,0
910354,581789,2007,20700379,LeBron James,CLE,"DEC 20, 2007",CLE vs. LAL,W,38,12,29.0,0.414,0.0,3.0,0.0,9,11.0,0.818,4.0,6.0,10.0,5.0,1.0,1.0,3.0,3.0,33,-7.0,0
910355,581788,2007,20700402,LeBron James,CLE,"DEC 23, 2007",CLE vs. GSW,L,41,8,20.0,0.4,0.0,2.0,0.0,9,13.0,0.692,2.0,3.0,5.0,8.0,1.0,1.0,3.0,2.0,25,-12.0,0
910356,581787,2007,20700405,LeBron James,CLE,"DEC 25, 2007",CLE vs. MIA,W,39,9,19.0,0.474,0.0,3.0,0.0,7,11.0,0.636,0.0,6.0,6.0,12.0,1.0,1.0,2.0,3.0,25,18.0,0
910357,581786,2007,20700419,LeBron James,CLE,"DEC 27, 2007",CLE @ DAL,W,36,9,21.0,0.429,1.0,4.0,0.25,5,10.0,0.5,4.0,4.0,8.0,7.0,3.0,0.0,3.0,5.0,24,5.0,0
910358,581785,2007,20700438,LeBron James,CLE,"DEC 29, 2007",CLE @ NOH,L,42,8,21.0,0.381,1.0,4.0,0.25,4,6.0,0.667,2.0,3.0,5.0,6.0,1.0,0.0,4.0,1.0,21,-18.0,0
910359,581792,2007,20700344,LeBron James,CLE,"DEC 15, 2007",CLE vs. PHI,L,42,10,18.0,0.556,0.0,1.0,0.0,1,1.0,1.0,0.0,6.0,6.0,6.0,0.0,1.0,3.0,1.0,21,5.0,0
910360,581811,2007,20601220,LeBron James,CLE,"APR 18, 2007",CLE vs. MIL,W,40,9,18.0,0.5,1.0,4.0,0.25,5,10.0,0.5,0.0,5.0,5.0,9.0,2.0,0.0,2.0,2.0,24,22.0,0
910361,581813,2007,20601188,LeBron James,CLE,"APR 14, 2007",CLE vs. ATL,W,32,8,16.0,0.5,3.0,6.0,0.5,4,5.0,0.8,1.0,4.0,5.0,6.0,1.0,1.0,0.0,1.0,23,25.0,0
910362,581803,2007,20700094,LeBron James,CLE,"NOV 12, 2007",CLE @ DEN,L,34,9,16.0,0.563,1.0,3.0,0.333,8,14.0,0.571,0.0,1.0,1.0,4.0,2.0,0.0,4.0,3.0,27,-13.0,0
910363,581804,2007,20700092,LeBron James,CLE,"NOV 11, 2007",CLE @ LAC,W,36,9,21.0,0.429,0.0,2.0,0.0,4,8.0,0.5,1.0,4.0,5.0,8.0,6.0,1.0,5.0,3.0,22,11.0,0
910364,581805,2007,20700077,LeBron James,CLE,"NOV 09, 2007",CLE @ SAC,W,44,10,19.0,0.526,0.0,2.0,0.0,6,8.0,0.75,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,26,-1.0,0
910365,581806,2007,20700060,LeBron James,CLE,"NOV 07, 2007",CLE @ UTA,L,41,12,27.0,0.444,1.0,4.0,0.25,7,15.0,0.467,2.0,13.0,15.0,13.0,3.0,2.0,4.0,4.0,32,4.0,0
910366,581812,2007,20601211,LeBron James,CLE,"APR 17, 2007",CLE @ PHI,W,36,7,15.0,0.467,0.0,2.0,0.0,4,7.0,0.571,1.0,4.0,5.0,6.0,0.0,0.0,1.0,3.0,18,-4.0,0
910367,581810,2007,20700008,LeBron James,CLE,"OCT 31, 2007",CLE vs. DAL,L,36,2,11.0,0.182,0.0,2.0,0.0,6,10.0,0.6,1.0,4.0,5.0,4.0,1.0,0.0,5.0,4.0,10,-12.0,0
910368,581809,2007,20700020,LeBron James,CLE,"NOV 02, 2007",CLE vs. NYK,W,44,13,28.0,0.464,3.0,5.0,0.6,16,22.0,0.727,3.0,4.0,7.0,7.0,3.0,1.0,3.0,1.0,45,4.0,0
910369,581808,2007,20700041,LeBron James,CLE,"NOV 04, 2007",CLE @ PHX,L,43,11,26.0,0.423,3.0,5.0,0.6,2,2.0,1.0,1.0,4.0,5.0,8.0,2.0,4.0,3.0,0.0,27,-18.0,0
910370,581807,2007,20700053,LeBron James,CLE,"NOV 06, 2007",CLE @ GSW,W,42,9,16.0,0.563,1.0,2.0,0.5,5,7.0,0.714,1.0,12.0,13.0,9.0,0.0,3.0,2.0,1.0,24,4.0,0
935119,581763,2008,20700792,LeBron James,CLE,"FEB 20, 2008",CLE @ IND,W,43,11,22.0,0.5,1.0,5.0,0.2,8,12.0,0.667,2.0,12.0,14.0,12.0,2.0,1.0,4.0,1.0,31,14.0,0
935120,581762,2008,20700807,LeBron James,CLE,"FEB 22, 2008",CLE vs. WAS,W,45,11,20.0,0.55,2.0,6.0,0.333,9,14.0,0.643,3.0,12.0,15.0,8.0,1.0,1.0,3.0,1.0,33,2.0,0
935121,581760,2008,20700839,LeBron James,CLE,"FEB 26, 2008",CLE @ MIL,L,38,16,24.0,0.667,1.0,3.0,0.333,2,5.0,0.4,0.0,4.0,4.0,6.0,0.0,1.0,2.0,3.0,35,-2.0,0
935122,581751,2008,20700963,LeBron James,CLE,"MAR 13, 2008",CLE @ WAS,L,43,9,22.0,0.409,1.0,7.0,0.143,6,8.0,0.75,2.0,5.0,7.0,7.0,0.0,0.0,7.0,4.0,25,3.0,0
935123,581759,2008,20700849,LeBron James,CLE,"FEB 27, 2008",CLE @ BOS,L,39,7,24.0,0.292,1.0,6.0,0.167,11,15.0,0.733,4.0,4.0,8.0,4.0,0.0,0.0,3.0,2.0,26,-13.0,0
935124,581758,2008,20700861,LeBron James,CLE,"FEB 29, 2008",CLE vs. MIN,W,44,11,22.0,0.5,1.0,4.0,0.25,7,9.0,0.778,2.0,6.0,8.0,13.0,2.0,0.0,3.0,2.0,30,12.0,0
935125,581757,2008,20700875,LeBron James,CLE,"MAR 02, 2008",CLE vs. CHI,W,40,15,29.0,0.517,0.0,5.0,0.0,7,8.0,0.875,3.0,3.0,6.0,6.0,1.0,0.0,3.0,1.0,37,21.0,0
935126,581756,2008,20700900,LeBron James,CLE,"MAR 05, 2008",CLE @ NYK,W,44,16,30.0,0.533,7.0,13.0,0.538,11,16.0,0.688,1.0,7.0,8.0,10.0,4.0,0.0,2.0,3.0,50,11.0,0
935127,581755,2008,20700909,LeBron James,CLE,"MAR 06, 2008",CLE @ CHI,L,38,13,27.0,0.481,2.0,8.0,0.25,11,12.0,0.917,0.0,3.0,3.0,1.0,1.0,3.0,4.0,1.0,39,-21.0,0
935128,581764,2008,20700781,LeBron James,CLE,"FEB 19, 2008",CLE vs. HOU,L,42,7,18.0,0.389,4.0,7.0,0.571,8,11.0,0.727,2.0,11.0,13.0,11.0,2.0,0.0,5.0,2.0,26,-8.0,0
935129,581754,2008,20700924,LeBron James,CLE,"MAR 08, 2008",CLE vs. IND,W,38,11,24.0,0.458,5.0,8.0,0.625,11,12.0,0.917,4.0,7.0,11.0,4.0,1.0,2.0,2.0,2.0,38,15.0,0
935130,581752,2008,20700955,LeBron James,CLE,"MAR 12, 2008",CLE @ NJN,L,46,12,23.0,0.522,2.0,7.0,0.286,16,23.0,0.696,3.0,8.0,11.0,7.0,1.0,2.0,6.0,5.0,42,-4.0,0
935131,581729,2008,20800082,LeBron James,CLE,"NOV 08, 2008",CLE @ CHI,W,39,13,29.0,0.448,4.0,7.0,0.571,11,13.0,0.846,4.0,9.0,13.0,4.0,0.0,0.0,2.0,1.0,41,12.0,0
935132,581728,2008,20800099,LeBron James,CLE,"NOV 11, 2008",CLE vs. MIL,W,43,16,24.0,0.667,1.0,4.0,0.25,8,10.0,0.8,0.0,5.0,5.0,6.0,3.0,0.0,2.0,2.0,41,11.0,0
935133,581727,2008,20800117,LeBron James,CLE,"NOV 13, 2008",CLE vs. DEN,W,38,10,20.0,0.5,0.0,0.0,0.0,2,4.0,0.5,1.0,7.0,8.0,11.0,3.0,0.0,5.0,4.0,22,14.0,0
935134,581753,2008,20700941,LeBron James,CLE,"MAR 10, 2008",CLE vs. POR,W,44,7,18.0,0.389,1.0,4.0,0.25,9,13.0,0.692,1.0,9.0,10.0,11.0,1.0,2.0,4.0,0.0,24,10.0,0
935135,581765,2008,20700768,LeBron James,CLE,"FEB 13, 2008",CLE vs. SAS,L,43,17,31.0,0.548,1.0,5.0,0.2,4,7.0,0.571,2.0,4.0,6.0,9.0,0.0,1.0,3.0,4.0,39,-4.0,0
935136,581766,2008,20700754,LeBron James,CLE,"FEB 11, 2008",CLE @ ORL,W,44,8,15.0,0.533,1.0,2.0,0.5,12,15.0,0.8,1.0,6.0,7.0,10.0,3.0,1.0,5.0,3.0,29,10.0,0
935137,581767,2008,20700744,LeBron James,CLE,"FEB 10, 2008",CLE vs. DEN,L,33,11,23.0,0.478,2.0,5.0,0.4,6,6.0,1.0,1.0,4.0,5.0,3.0,2.0,0.0,5.0,1.0,30,-25.0,0
935138,581744,2008,20701085,LeBron James,CLE,"MAR 29, 2008",CLE @ DET,L,35,4,17.0,0.235,1.0,5.0,0.2,4,6.0,0.667,0.0,4.0,4.0,5.0,0.0,0.0,5.0,0.0,13,-19.0,0
